x0,x1,y,x2,x3
A8,A160,0.0,0.0,0.59
A7,A6,0.0,0.0,0.06
A10,A51,0.06,0.01,0.0
A10,A34,0.29,0.08,0.0
A8,A158,0.08,0.07,0.0
A1,A77,1.15,2.09,0.0
A7,A3,0.33,0.0,0.0
A10,A25,0.28,0.02,0.0
A1,A7,9.0,6.18,7.2
A2,A105,0.0,0.02,0.0
A5,A94,0.0,0.02,0.0
A1,A58,0.07,0.04,0.17
A2,A48,0.04,0.06,0.0
A6,A34,0.36,0.03,0.0
A11,A33,0.08,0.06,0.0
A0,A207,0.04,0.0,0.0
A4,A109,0.11,0.04,0.0
A11,A25,0.24,0.19,0.0
A5,A5,0.0,0.0,0.02
A10,A20,0.2,0.15,0.0
A10,A27,0.07,0.02,0.0
A10,A14,0.12,0.0,1.3
A2,A13,0.02,0.01,0.0
A6,A10,0.07,0.02,0.0
A6,A151,0.0,0.0,0.01
A2,A27,0.02,0.01,0.0
A10,A27,0.13,0.0,0.0
A6,A6,0.04,0.01,0.0
A3,A14,0.09,0.02,0.86
A2,A3,0.01,0.0,0.0
A1,A153,0.0,0.0,0.2
A6,A25,0.16,0.0,0.0
A3,A27,0.91,0.55,0.04
A6,A168,0.03,0.02,0.0
A7,A6,0.0,0.05,0.0
A5,A34,0.0,0.0,0.04
A0,A51,0.27,0.16,0.0
A6,A134,0.15,0.1,0.0
A6,A26,0.38,0.22,0.0
A1,A25,2.29,0.02,0.0
A10,A3,0.03,0.0,0.0
A10,A51,0.25,0.0,0.0
A2,A193,0.03,0.0,0.0
A6,A15,0.26,0.01,0.26
A10,A27,0.06,0.02,0.0
A8,A27,0.02,0.01,0.0
A5,A5,0.0,0.0,0.03
A1,A34,0.07,0.0,0.0
A4,A7,0.18,0.12,0.16
A6,A51,0.0,0.04,0.0
A6,A15,0.07,0.06,0.01
A6,A94,0.0,0.0,0.72
A5,A61,0.0,0.0,0.02
A4,A94,0.13,0.0,0.0
A10,A10,0.04,0.03,0.0
A6,A33,0.24,0.0,0.0
A5,A61,0.0,0.0,0.01
A6,A26,0.23,0.0,0.0
A11,A14,0.03,0.03,0.0
A2,A0,0.1,0.0,0.0
A6,A159,0.17,0.01,0.0
A5,A49,0.22,0.08,0.0
A10,,0.86,0.27,0.02
A7,A143,0.0,0.0,0.32
A0,A143,0.05,0.03,0.0
A6,A16,1.96,1.69,0.08
A4,A46,0.03,0.01,0.0
A6,A116,0.0,0.0,0.02
A10,A34,0.08,0.13,0.0
A1,A86,0.0,0.0,3.19
A10,A27,0.16,0.0,0.0
A2,A190,0.08,0.07,0.0
A8,A34,0.0,0.1,0.0
A11,A34,0.0,0.0,0.37
A6,A37,0.2,0.33,0.01
A1,A7,0.0,0.0,0.29
A10,A46,0.03,0.01,0.0
A6,A33,0.35,0.37,0.01
A6,A37,0.02,0.04,0.0
A6,A27,0.58,1.06,0.03
A11,A25,0.26,0.2,0.0
A5,A61,0.0,0.0,0.07
A2,A48,0.04,0.05,0.0
A0,A7,1.57,0.04,1.19
A0,A164,0.0,0.01,0.0
A6,A235,0.11,0.04,0.0
A10,A32,0.74,0.21,0.0
A7,A33,0.36,0.01,0.0
A10,A51,0.44,0.19,0.03
A0,A43,0.0,0.0,1.05
A6,A34,0.32,0.25,0.0
A3,A34,0.0,0.43,0.0
A9,A25,0.04,0.01,0.0
A6,A14,0.0,0.0,0.12
A10,A34,0.12,0.03,0.0
A10,A15,0.02,0.02,0.0
A0,A15,0.32,0.05,0.25
A3,A33,0.27,0.23,0.0
A3,A16,0.16,0.11,0.56
A6,A25,0.09,0.03,0.0
A9,A59,0.01,0.0,0.0
A5,A31,0.0,0.0,0.05
A9,A503,0.0,0.0,0.01
A11,A77,0.06,0.1,0.0
A10,A27,0.6,0.04,0.0
A1,A504,0.07,0.08,0.0
A9,A38,0.15,0.03,0.0
A7,A20,0.05,0.04,0.0
A6,A15,0.0,0.0,0.01
A7,A289,0.0,0.0,0.01
A6,A56,0.0,0.0,0.23
A1,A7,0.1,0.02,0.25
A10,A100,0.09,0.07,0.0
A5,A33,0.05,0.02,0.0
A4,A33,0.1,0.0,0.0
A4,A7,0.87,0.17,1.1
A0,A10,0.34,0.01,0.0
A8,A7,0.0,0.0,0.27
A1,A20,0.0,0.0,0.01
A6,A25,0.42,0.21,0.0
A10,A24,0.12,0.01,0.0
A10,A51,0.26,0.01,0.0
A6,A25,0.39,0.4,0.0
A6,A32,0.66,0.51,0.05
A2,A24,0.04,0.01,0.0
A6,A27,0.09,0.03,0.0
A0,A15,0.02,0.01,0.0
A11,A51,0.0,0.03,0.0
A3,A164,0.08,1.02,0.0
A2,A10,0.24,0.19,0.0
A0,A94,0.0,0.02,0.0
A10,A366,0.0,0.06,0.0
A5,A14,0.0,0.0,0.07
A2,A15,0.07,0.0,0.0
A4,A0,0.07,0.0,0.0
A10,A379,0.21,0.15,0.0
A10,A0,0.08,0.0,0.0
A3,A159,0.12,0.0,0.0
A6,A14,0.0,0.0,0.19
A0,A33,0.04,0.01,0.0
A7,A44,0.09,0.03,0.0
A1,A34,0.12,0.13,0.06
A6,A33,0.06,0.0,0.0
A4,A7,1.15,1.17,0.76
A11,A90,0.05,0.03,0.0
A2,A27,0.24,0.01,0.0
A10,A10,1.41,0.05,0.0
A6,A26,0.3,0.23,0.0
A11,A25,5.54,5.82,0.49
A6,A6,0.01,0.0,0.0
A6,A7,1.33,0.31,1.04
A7,A15,0.07,0.01,0.04
A5,A2,0.06,0.01,0.0
A10,A15,0.0,0.01,0.0
A4,A0,0.03,0.01,0.0
A6,A33,0.22,0.06,0.0
A7,A104,0.03,0.01,0.04
A3,A27,0.67,0.3,0.0
A7,A23,0.03,0.02,0.0
A1,A55,0.13,0.06,0.07
A10,A15,0.0,0.0,0.07
A7,A80,1.98,0.7,0.0
A2,A41,0.07,0.02,0.0
A4,A3,0.77,0.0,0.0
A4,A86,0.0,0.0,0.29
A10,A25,2.66,1.29,0.01
A2,A59,0.04,0.01,0.0
A9,A139,0.04,0.0,0.0
A2,A50,0.0,0.02,0.0
A5,A132,0.3,0.11,0.0
A6,A254,0.0,0.0,0.12
A4,A228,0.0,0.01,0.0
A1,A86,0.0,0.0,0.14
A6,A36,0.4,0.03,0.0
A2,A16,4.02,3.87,2.54
A5,A16,0.0,0.0,0.1
A10,A164,0.0,0.01,0.0
A0,A14,0.04,0.01,0.0
A6,A14,0.0,0.0,0.1
A1,A14,0.0,0.0,0.11
A1,,0.0,0.0,0.1
A6,A26,0.14,0.07,0.01
A4,A16,0.0,0.19,0.0
A7,A428,0.0,0.0,0.02
A6,A14,0.06,0.04,0.04
A10,A3,0.14,0.03,0.0
A6,A56,0.16,0.05,0.03
A2,A10,0.02,0.0,0.0
A0,A24,0.07,0.02,0.0
A1,A141,0.06,0.0,0.02
A8,A14,0.0,0.0,0.3
A7,A33,1.45,1.11,0.04
A5,A14,0.04,0.0,0.0
A11,A17,0.01,0.01,0.0
A2,A33,0.52,0.15,0.0
A7,A24,0.55,0.14,0.0
A0,A6,0.29,0.22,0.0
A1,A28,0.14,0.0,0.07
A10,A27,0.36,0.28,0.0
A2,A27,0.05,0.04,0.0
A7,A15,0.0,0.0,0.08
A10,A165,0.0,0.01,0.0
A6,A383,0.17,0.06,0.0
A1,A7,0.31,0.03,0.27
A5,A56,0.0,0.0,0.01
A10,A27,0.37,0.34,0.0
A10,A27,0.32,0.09,0.0
A2,A33,0.22,0.34,0.0
A6,A26,0.21,0.36,0.0
A6,A16,1.23,1.77,0.05
A4,A16,0.15,0.12,0.0
A9,A7,0.56,0.22,0.43
A10,A27,0.33,0.22,0.0
A6,A156,0.07,0.05,0.03
A6,A314,0.0,0.0,0.02
A4,A27,0.04,0.01,0.0
A5,A25,0.12,0.0,0.0
A4,A4,0.04,0.0,0.0
A8,A90,0.0,0.02,0.0
A1,A24,0.03,0.01,0.09
A4,A51,0.16,0.05,0.0
A6,A56,0.13,0.06,0.02
A11,A34,0.0,0.0,0.13
A6,A27,0.09,0.01,0.0
A6,A24,0.15,0.05,0.0
A10,A51,0.11,0.09,0.0
A9,A337,0.01,0.0,0.0
A7,A14,0.06,0.02,0.0
A2,A16,0.16,0.58,0.0
A0,A10,0.04,0.01,0.0
A6,A133,0.12,0.17,0.0
A0,A16,0.14,0.05,0.16
A4,A63,0.0,0.0,0.19
A0,A7,1.39,0.48,0.4
A2,A36,0.74,1.01,0.0
A6,A14,0.0,0.0,0.02
A2,A36,0.16,0.06,0.0
A9,A94,0.32,0.02,0.0
A2,A215,0.01,0.0,0.0
A3,A274,0.07,0.03,0.0
A10,A27,0.13,0.05,0.0
A6,A25,0.26,0.11,0.0
A1,A25,0.01,1.58,0.0
A0,A294,0.03,0.02,0.0
,A466,0.0,0.0,0.19
A0,A20,0.01,0.0,0.0
A4,A27,0.08,0.02,0.0
A11,A16,0.14,0.11,0.0
A10,A27,0.85,0.66,0.0
A0,A3,0.04,0.04,0.0
A6,A26,0.24,0.05,0.0
A11,A77,0.18,0.19,0.0
A11,A51,0.72,0.69,0.04
A1,A269,0.06,0.05,0.0
A9,A43,0.0,0.01,0.0
A11,A3,0.79,0.68,0.01
A6,A108,0.29,0.2,0.0
A1,A54,0.0,0.0,1.14
A8,,0.08,0.02,0.0
A10,A27,0.4,0.17,0.0
A6,A32,1.54,0.44,0.04
A6,A33,0.12,0.04,0.0
A6,A90,0.58,0.4,0.0
A5,A16,0.0,0.0,0.11
A10,A15,0.0,0.0,0.15
A10,A27,0.69,0.0,0.0
A4,A426,0.0,0.28,0.0
A7,A14,0.02,0.01,0.16
A11,A49,0.02,0.0,0.0
A2,A13,0.0,0.13,0.0
A10,A27,0.12,0.26,0.02
A10,A95,0.23,0.04,0.0
A8,A14,0.0,0.0,0.4
A10,A51,0.1,0.0,0.0
A10,A274,0.12,0.0,0.0
A5,A41,0.0,0.0,0.01
A5,A164,0.03,0.04,0.0
A6,A56,0.11,0.08,0.35
A4,A119,0.0,0.0,0.04
A1,A24,0.0,0.02,0.0
A6,A7,0.04,0.02,0.0
A1,A151,0.0,0.0,0.07
A4,A88,0.3,0.21,0.0
A1,A64,0.19,0.06,0.0
A1,A14,0.56,0.38,0.28
A6,A25,0.13,0.13,0.0
A2,A64,0.23,0.06,0.0
A1,A15,0.08,0.06,0.19
A11,A25,4.79,1.9,0.0
A6,A58,0.0,0.0,0.02
A11,A25,0.54,0.05,0.0
A10,A27,0.45,0.01,0.0
A8,A34,0.0,0.0,0.08
A10,A27,1.26,0.07,0.0
A6,A26,0.27,0.23,0.0
A3,A14,0.09,0.07,0.25
A6,A24,0.6,0.21,0.0
A2,A0,0.01,0.0,0.0
A2,A33,0.17,0.26,0.0
A5,A41,0.0,0.0,0.02
A10,A15,0.0,0.0,0.2
A10,A64,0.15,0.1,0.0
A1,A14,0.0,0.05,0.0
A4,A3,0.13,0.02,0.0
A2,A13,0.03,1.16,0.02
A3,A25,0.01,0.03,0.0
A4,A3,0.11,0.0,0.0
A4,A3,0.19,0.5,0.0
A3,A24,0.11,0.0,0.0
A11,A24,0.08,0.06,0.0
A8,A215,0.02,0.0,0.0
A5,A452,0.0,0.0,0.02
A7,A156,0.01,0.01,0.05
A4,A16,0.0,0.5,0.0
A11,A14,0.0,0.0,0.1
A2,A27,0.7,0.06,0.0
A1,A14,0.0,0.0,0.19
A4,A271,0.0,0.05,0.0
A10,A51,0.0,0.02,0.0
A9,,0.07,0.0,0.0
A11,A87,0.02,0.02,0.0
A4,A3,1.23,0.07,0.02
A6,A20,0.0,0.04,0.0
A4,A14,0.0,0.0,0.04
A11,A27,0.08,0.02,0.0
A4,A14,0.12,0.0,0.06
A1,A14,0.0,0.0,-4.786558106198725
A1,A54,0.0,0.0,1.1
A3,A32,0.18,0.13,0.0
A4,,0.3,0.08,0.0
A1,A177,0.19,0.13,0.0
A1,A32,1.83,0.8,0.03
A5,A26,0.37,0.14,0.0
A4,A3,0.22,0.14,0.0
A1,A275,0.08,0.0,0.03
A10,A240,0.0,0.0,0.19
A7,A37,0.47,0.18,0.0
A9,A7,0.14,0.01,0.16
A9,A10,0.1,0.0,0.0
A4,A24,0.22,0.01,0.0
A5,A42,0.0,0.0,0.01
A6,A87,0.06,0.05,0.0
A4,A46,0.03,0.01,0.0
A0,A24,0.02,0.01,0.0
A7,A27,0.08,0.0,0.0
A5,A33,0.03,0.0,0.0
A4,A56,0.0,0.0,0.01
A0,A7,4.89,2.99,2.13
A1,A14,0.0,0.0,0.07
A1,A164,0.07,0.08,0.0
A11,A24,0.25,0.17,0.0
A4,A59,0.05,0.02,0.0
A4,A94,0.0,0.02,0.0
A4,A16,0.32,0.06,0.0
A3,A3,0.01,0.01,0.0
,A51,0.15,0.04,0.0
A6,A7,4.4,2.77,3.96
A0,A27,0.26,0.2,0.0
A5,A505,0.0,0.0,0.02
A1,A177,0.0,0.0,0.02
A2,A26,0.1,0.01,0.0
A6,A14,0.29,0.03,0.0
A5,A14,0.0,0.0,0.06
A6,A131,0.05,0.0,0.0
A7,A14,0.42,0.47,0.15
A4,A7,0.0,0.0,0.06
A6,A235,0.01,0.0,0.0
A6,A37,0.01,0.01,0.0
A6,A27,0.87,0.66,0.08
A7,A30,0.0,0.0,0.23
A8,A7,0.44,0.13,0.0
A1,A32,0.01,0.05,0.0
A10,A15,0.0,0.0,0.29
A10,A15,0.0,0.0,0.19
A4,A73,0.05,0.01,0.0
A5,A214,0.05,0.02,0.0
A4,A86,0.04,0.03,0.18
A4,,0.0,0.02,0.0
A4,A245,0.05,0.0,0.0
A11,A3,0.23,0.14,0.0
A10,A15,0.0,0.0,0.08
A1,A14,0.23,0.16,0.16
A8,A25,0.18,0.29,0.0
A11,,1.19,0.84,0.0
A6,A33,0.65,0.17,0.0
A10,A24,0.04,0.02,0.0
A11,A16,0.05,0.03,0.23
A2,A64,0.47,0.11,0.0
A11,A14,0.0,0.0,0.44
A6,A51,1.13,2.07,0.0
A10,A25,0.28,0.01,0.0
A6,A151,0.0,0.0,0.13
A0,A16,0.46,0.31,0.0
A5,A46,0.08,0.06,0.0
A7,A24,0.07,0.05,0.0
A6,A6,0.14,0.04,0.05
A7,A156,0.02,0.0,0.0
A10,A15,0.0,0.0,0.03
A3,A27,0.31,0.1,0.0
A5,A33,0.0,0.0,0.11
A3,,0.05,0.0,0.0
A6,A438,0.03,0.01,0.0
A10,A7,1.09,0.15,0.25
A4,A314,0.0,0.0,0.17
A6,A6,0.05,0.01,0.0
A7,A0,0.06,0.01,0.0
A6,A25,0.18,0.05,0.0
A0,A25,0.74,0.03,0.01
A1,A16,0.0,0.0,0.15
A3,A168,0.13,0.09,0.0
A6,A33,0.15,0.03,0.0
A7,A45,0.0,0.0,0.17
A10,A27,0.19,0.0,0.0
A10,A33,0.09,0.12,0.0
A6,A58,0.01,0.01,0.0
A3,A32,3.22,1.69,0.0
A6,A25,0.08,0.06,0.0
A9,A59,0.02,0.01,0.0
A11,A14,0.0,0.0,0.05
A6,A25,0.36,0.3,0.0
A2,A24,0.34,0.27,0.0
A11,A132,0.03,0.01,0.0
A0,A64,1.37,0.41,0.04
A6,,0.13,0.16,0.0
A5,A33,0.43,0.88,0.0
A6,A6,0.14,0.03,0.05
A4,A26,0.5,0.52,0.0
A4,A20,0.15,0.0,0.0
A6,,0.0,0.02,0.0
A10,A158,0.03,0.01,0.0
A4,A316,0.0,0.02,0.0
A2,A16,0.37,0.04,0.0
A6,A168,0.26,0.18,0.0
A4,A16,0.18,0.14,0.0
A10,A141,0.16,0.04,0.0
A3,A20,1.43,1.13,0.05
A6,A60,0.0,0.02,0.0
A5,A214,0.01,0.01,0.0
A5,A14,0.0,0.0,0.03
A10,A138,0.0,0.02,0.0
A5,A6,0.17,0.12,0.1
A2,A3,0.0,0.15,0.0
A2,A108,0.09,0.07,0.02
A10,A20,0.03,0.21,0.0
A4,A26,0.0,0.0,0.08
A10,A3,0.0,0.05,0.0
A10,A15,0.0,0.0,0.15
A6,,0.0,0.0,0.02
A11,A348,0.21,0.01,0.0
A5,A284,0.0,0.0,0.36
A4,A14,0.0,0.0,0.03
A4,A3,0.26,0.12,0.0
A2,A14,0.01,0.01,0.0
A5,A85,0.0,0.0,0.03
A11,A34,0.0,0.0,0.04
A6,A27,0.05,0.0,0.0
A11,A3,0.16,0.05,0.0
A11,A143,0.01,0.01,0.0
A10,A373,0.02,0.0,0.0
A4,A14,0.0,0.0,0.67
A6,A6,0.0,0.0,0.01
A6,A56,0.0,0.0,0.05
A10,A27,0.4,0.02,0.0
A1,A261,0.05,0.0,0.04
A10,A27,0.11,0.02,0.01
A2,A24,0.6,0.47,0.0
A3,A15,0.03,0.01,0.01
A10,A191,0.06,0.04,0.0
A11,A206,0.21,0.06,0.0
A11,A14,0.0,0.0,0.2
A5,A3,0.06,0.01,0.0
A5,A33,0.08,0.02,0.0
A2,A90,0.13,0.1,0.0
A7,A33,0.44,0.46,0.01
A11,A100,0.15,0.0,0.0
A7,A14,0.3,0.48,0.12
A2,A94,0.0,1.1,0.42
A6,A14,0.0,0.0,0.03
A6,A25,0.02,0.0,0.0
A2,A91,0.19,0.15,0.0
A4,A4,0.43,0.09,0.0
A6,A6,0.17,0.04,0.0
A8,A15,0.11,0.01,0.05
A6,A34,0.22,0.03,0.0
A10,A46,0.08,0.0,0.0
A4,A25,0.42,0.34,0.0
A2,A14,0.03,0.01,0.0
A8,A32,0.0,0.02,0.0
A3,A27,1.07,1.19,0.0
A10,A16,0.19,0.11,0.25
A3,A25,0.15,0.1,0.0
A2,A56,0.12,0.0,0.0
A0,A107,0.02,0.0,0.0
A4,A7,0.61,0.59,0.55
A5,A161,0.0,0.0,0.01
A6,A27,0.24,0.07,0.0
A8,A108,0.01,0.01,0.0
A8,A34,0.2,0.0,0.0
A10,A24,0.14,0.0,0.0
A6,A90,0.0,0.01,0.0
A6,A24,0.35,0.02,0.0
A10,A44,0.56,0.0,0.0
A6,A58,0.1,0.2,0.02
A6,A15,0.03,0.03,0.0
A6,A131,0.04,0.0,0.0
A6,A14,0.3,0.16,0.22
A0,A15,0.33,0.03,0.04
A2,A16,0.5,1.59,0.31
A4,A332,0.0,0.0,0.5
A4,A64,0.17,0.12,0.0
A3,A88,0.15,0.1,0.0
A1,A34,0.0,0.0,0.11
A10,A64,0.12,0.08,0.0
A8,A506,0.06,0.04,0.0
A10,A49,0.02,0.01,0.0
A4,A353,0.0,0.0,0.03
A6,A27,0.15,0.09,0.0
A2,A27,0.0,0.06,0.01
A4,A90,0.05,0.0,0.0
A6,A33,0.11,0.07,0.0
A1,A240,0.0,0.0,0.27
A6,A15,0.03,0.43,0.51
A5,A56,0.0,0.0,0.09
A10,A46,0.08,0.0,0.0
A5,A3,0.05,0.01,0.0
A7,A6,0.43,0.3,0.0
A6,A95,0.0,0.03,0.0
A10,A27,0.58,2.48,0.04
A4,A14,0.0,0.0,0.05
A1,A14,0.0,0.0,0.45
A9,A33,0.22,0.0,0.0
A8,A106,0.0,0.0,0.03
A4,A160,0.0,0.0,0.01
A0,A6,0.14,0.11,0.0
A10,A80,0.48,0.08,0.0
A11,A27,0.0,0.02,0.0
A10,A27,0.6,2.46,0.05
A4,A14,0.0,0.0,0.16
A9,A507,0.0,0.03,0.0
A3,A15,0.0,0.0,0.1
A11,A51,0.46,0.22,0.01
A4,A32,14.97,4.94,0.24
A2,A32,0.52,0.51,0.0
A5,A102,0.0,0.0,0.02
A2,,0.01,0.0,0.0
A10,A102,0.0,0.0,0.15
A3,A3,1.32,1.19,0.0
A3,A508,0.04,0.03,0.0
A1,A197,0.0,0.0,0.02
A7,A56,0.03,0.01,0.02
A2,A33,0.07,0.02,0.0
A8,A34,0.0,0.0,0.06
A11,A52,0.04,0.03,0.0
A7,A27,1.08,0.2,0.0
A4,A97,0.12,0.0,0.0
A1,A61,0.0,0.01,0.01
A7,A14,0.78,0.18,0.03
A10,A27,0.01,0.0,0.0
A9,A3,0.0,0.48,0.0
A6,A56,0.0,0.0,0.02
A2,A297,0.0,0.0,0.24
A3,A33,0.18,0.36,0.0
A11,A6,1.09,0.04,0.1
A10,A51,0.24,0.07,0.0
A0,A94,0.08,0.05,0.0
A3,A14,0.0,0.0,0.04
A4,A20,0.07,0.0,0.0
A9,A95,0.0,0.03,0.0
A11,A15,0.3,0.24,0.13
A2,A190,0.52,0.4,0.0
A7,A16,0.12,0.08,0.66
A4,A4,0.22,0.12,0.0
A6,A3,0.15,0.11,0.0
A1,A54,0.15,0.04,1.07
A4,A509,0.0,0.0,0.03
A1,A22,0.11,0.07,0.29
A4,A25,0.21,0.19,0.0
A10,A27,0.0,0.0,0.04
A0,A285,0.02,0.0,0.0
A3,A228,0.02,0.08,0.0
A5,A70,0.0,0.0,0.02
A8,A160,0.0,0.0,0.55
A5,A193,0.0,0.01,0.0
A5,A7,0.01,0.0,0.15
A10,A15,0.01,0.72,0.12
A11,A24,0.06,0.0,0.0
A10,A27,0.26,0.18,0.0
A11,A25,0.21,0.18,0.0
A9,A41,0.42,0.09,0.0
A6,A14,0.16,0.01,0.0
A0,A33,0.24,0.19,0.0
A9,A33,0.11,0.0,0.0
A1,A58,0.06,0.07,0.14
A6,A56,0.0,0.0,0.08
A6,A41,0.25,0.15,0.0
A6,A25,0.09,0.04,0.0
A5,A55,0.0,0.0,0.06
A2,A6,0.0,0.05,0.0
A6,,0.17,0.13,0.0
A5,A343,0.01,0.0,0.0
A7,A10,0.12,0.08,0.0
A8,A14,0.0,0.0,0.34
A7,A104,0.23,0.04,0.02
A3,A3,0.0,0.01,0.0
A5,A70,0.0,0.0,0.04
A4,,0.0,0.0,0.02
A6,A85,0.0,0.0,0.02
A2,A168,0.18,0.12,0.42
A4,A41,0.0,0.0,0.08
A6,A15,0.04,0.0,0.0
A4,A41,0.0,0.0,0.99
A4,A53,0.0,0.1,0.0
A6,A510,0.0,0.0,0.02
A3,A15,0.0,0.0,0.11
A2,A25,0.18,0.0,0.0
A11,A59,0.11,0.09,0.0
A3,A178,0.07,0.0,0.0
A7,A45,0.0,0.0,0.05
A1,A58,0.23,0.03,1.49
A9,A99,0.06,0.0,0.0
A6,A90,0.25,0.19,0.0
A8,A53,0.11,0.03,0.0
A6,A14,0.0,0.0,0.03
A6,A27,0.45,0.57,0.06
A11,A256,0.01,0.01,0.0
A3,A53,0.08,0.0,0.0
A9,A98,0.06,0.0,0.0
A4,A25,0.15,0.0,0.0
A6,A55,0.03,0.0,0.0
A1,A261,0.12,0.0,0.0
A8,A141,0.05,0.03,0.0
A6,A25,0.62,0.04,0.0
A11,A33,0.2,0.16,0.03
A1,A14,0.2,0.22,0.08
A7,A16,0.05,0.03,0.0
A2,A168,0.14,0.1,0.0
A2,,0.0,0.0,0.01
A7,A16,0.06,0.04,0.14
A1,A164,0.09,0.12,0.02
A11,A15,0.02,0.01,0.0
A4,A25,0.02,0.01,0.0
A1,A14,0.0,0.0,0.21
A11,A279,0.98,0.53,0.0
A10,A7,1.27,0.32,0.78
A8,A14,0.0,0.0,0.17
A4,A15,0.02,0.0,0.02
A7,A33,1.4,0.88,0.03
A1,A231,0.04,0.01,0.0
A5,A154,0.02,0.03,0.0
A0,A34,0.87,0.3,0.06
A0,A442,0.02,0.01,0.0
A3,A20,0.07,0.0,0.0
A5,A5,0.0,0.0,0.07
A1,A14,0.0,0.0,0.07
A5,A41,0.0,0.0,0.03
A1,A14,0.96,2.0,0.21
A0,A3,0.1,0.04,0.0
A1,A55,0.25,0.07,0.17
A8,A16,0.0,0.0,0.18
A6,A35,0.4,0.15,0.0
A2,A13,0.0,0.02,0.0
A2,A64,0.2,0.15,0.0
A11,A13,0.06,0.15,0.07
A7,A32,0.03,0.03,0.0
A5,A15,0.07,0.0,0.0
A6,A14,0.0,0.0,0.09
A6,A41,0.02,0.01,0.0
A5,,0.0,0.0,0.06
A11,A511,0.03,0.02,0.0
A5,A27,0.27,0.15,0.04
A6,A512,0.32,0.02,0.0
A10,A94,0.4,0.0,0.0
A9,A209,0.05,0.0,0.0
A0,A3,0.11,0.0,0.0
A7,A37,0.97,0.34,0.0
A5,A38,0.0,0.03,0.0
A6,A27,0.38,0.26,0.0
A11,A25,1.51,1.12,0.01
A2,A24,0.04,0.03,0.0
A0,A7,0.1,0.04,0.2
A10,A15,0.01,0.0,0.0
A4,A15,0.0,0.0,0.83
A10,A27,0.06,0.02,0.0
A0,A33,0.09,0.0,0.0
A6,A27,0.05,0.01,0.0
A2,A34,0.0,0.0,0.1
A6,A15,0.0,0.0,0.24
A9,A199,0.05,0.0,0.0
A10,A51,0.24,0.0,0.0
A10,A16,0.48,0.32,0.0
A3,A43,0.0,0.0,0.91
A6,A25,0.25,0.18,0.0
A5,A284,0.0,0.0,0.16
A1,A164,0.01,0.03,0.0
A4,A15,0.11,0.09,0.0
A6,A14,0.0,0.0,0.17
A0,A33,0.07,0.02,0.0
A11,A24,0.91,0.06,0.0
A1,A141,0.07,0.05,0.0
A10,A27,4.18,0.26,0.01
A10,A64,0.2,0.16,0.0
A11,A25,0.28,0.17,0.0
A8,A33,0.03,0.01,0.0
A6,A56,0.07,0.04,0.03
A3,A451,0.0,0.0,0.03
A2,A46,0.03,0.01,0.0
A11,A87,0.03,0.02,0.0
A6,A90,0.11,0.03,0.0
A8,A36,0.0,0.03,0.0
A10,A27,0.72,0.02,0.0
A2,A13,0.12,0.64,0.05
A10,A7,0.14,0.03,1.98
A8,A14,0.0,0.0,0.07
A1,A273,0.07,0.0,0.01
A10,A64,0.02,0.01,0.0
A6,A94,0.0,0.03,0.0
A2,A213,0.03,0.02,0.0
A10,A25,0.04,0.01,0.0
A10,A240,0.0,0.0,0.22
A2,,0.08,0.05,0.0
A1,A24,0.1,0.08,0.56
A5,A15,0.66,0.45,0.0
A10,,0.77,0.03,0.0
A2,A13,0.08,0.17,0.0
A1,A58,0.28,0.16,0.22
A5,A3,0.16,0.16,0.0
A10,A24,0.03,0.02,0.0
A7,A92,0.0,0.0,0.01
A2,A91,0.13,0.11,0.0
A6,A209,0.0,0.04,0.0
A3,,0.05,0.04,0.0
A6,A0,0.23,0.08,0.0
A10,A216,0.02,0.02,0.0
A10,A27,0.35,0.24,0.0
A8,A193,0.0,0.01,0.0
A10,A366,0.0,0.03,0.0
A2,A13,0.07,2.0,0.02
A11,A34,0.0,0.0,0.26
A7,A27,0.42,0.16,0.0
A8,A14,0.0,0.0,0.05
A6,,0.01,0.0,0.0
A1,A90,0.13,0.1,0.0
A11,A51,0.02,0.01,0.0
A4,A123,0.07,0.0,0.0
A11,A27,0.19,0.53,0.0
A4,A3,0.1,0.29,0.0
A1,A6,0.24,0.04,1.03
A7,A14,0.0,0.0,0.01
A11,A25,0.03,0.01,0.0
A7,A36,0.09,0.07,0.0
A10,A27,0.24,0.0,0.0
A11,A14,0.0,0.0,0.05
A3,A14,0.1,0.06,0.08
A1,A54,0.0,0.0,0.97
A6,A513,0.18,0.08,0.22
A2,A253,0.09,0.06,0.0
,A109,0.0,0.0,0.12
A10,A34,0.18,0.64,0.27
A1,A144,0.0,0.0,0.06
A6,A2,0.1,0.03,0.0
A10,A34,0.0,0.1,0.0
A1,A273,0.03,0.01,0.0
A11,A34,0.41,0.47,0.0
A11,A27,0.25,0.7,0.03
A10,A64,0.04,0.01,0.0
A2,A14,0.05,0.1,0.0
A6,A26,0.11,0.05,0.0
A1,A33,0.25,0.2,0.0
A1,A120,0.21,0.0,0.0
A4,A3,0.11,0.03,0.0
A2,A10,1.13,0.32,0.0
A4,A32,0.27,0.06,0.0
A3,A89,0.07,0.0,0.0
A4,A15,0.0,0.03,0.0
A1,A58,0.0,0.01,0.0
A10,A27,0.45,0.02,0.0
A10,A27,0.23,0.14,0.0
A2,A16,0.47,0.34,0.0
A2,A54,0.07,0.05,0.3
